,Mol_Title,ID,Smiles,Active_NotActive,Morgan
199,ZINC01093671,DUD_ace_D_154,Cc1ccc(CN(CC(N)=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,0,0.08888888888888889
200,ZINC01100427,DUD_ace_D_155,C=CCn1c(SCC(N)=O)nc2scc(-c3ccc(C)o3)c2c1=O,0,0.0967741935483871
201,ZINC01108984,DUD_ace_D_156,Cc1cc(Cl)c(S(=O)(=O)N2CCc3ccccc32)cc1OCC(N)=O,0,0.11827956989247312
202,ZINC01122676,DUD_ace_D_157,CC(C)NC(=O)CSc1nc(-c2ccccc2)cc(=O)[nH]1,0,0.08045977011494253
203,ZINC01122676,DUD_ace_D_158,CC(C)NC(=O)CSc1nc(O)cc(-c2ccccc2)n1,0,0.06818181818181818
204,ZINC01122676,DUD_ace_D_159,CC(C)NC(=O)CSc1nc(=O)cc(-c2ccccc2)[nH]1,0,0.08045977011494253
205,ZINC01135326,DUD_ace_D_160,Cc1ccc(S(=O)(=O)N(CC(N)=O)Cc2cccc(Cl)c2)cc1,0,0.08888888888888889
206,ZINC01141626,DUD_ace_D_161,Cc1ccc(N(CC(N)=O)S(=O)(=O)c2ccc(Cl)cc2)cc1C,0,0.07777777777777778
207,ZINC01142076,DUD_ace_D_162,CCOc1ccccc1N(CC(N)=O)S(=O)(=O)c1ccc(Cl)cc1,0,0.08602150537634409
208,ZINC01147567,DUD_ace_D_163,COc1cc(C=C2C(=O)N(C)C(=S)N(C)C2=O)ccc1OCC(N)=O,0,0.0851063829787234
209,ZINC01164029,DUD_ace_D_164,Cc1cccc(CN(CC(N)=O)S(=O)(=O)c2ccc(Cl)cc2)c1,0,0.08888888888888889
210,ZINC01298539,DUD_ace_D_165,O=C(COc1ccccc1C=C1SC(=O)NC1=O)N1CCCCC1,0,0.13043478260869565
211,ZINC01301218,DUD_ace_D_166,CN(C)c1ccc(CN2CC34C=CC(O3)C(C(=O)[O-])C4C2=O)cc1,0,0.12087912087912088
212,ZINC01326611,DUD_ace_D_167,O=C([O-])CCC(=O)N1CCC(c2nc3cc(Cl)ccc3[nH]2)CC1,0,0.21951219512195122
213,ZINC01332221,DUD_ace_D_168,COc1ccc(-c2ccc(SCC(N)=O)nn2)cc1OC,0,0.06818181818181818
214,ZINC01414582,DUD_ace_D_169,CCOC(=O)c1c(SCC(N)=O)nc2n1C=CC1C=CC=CC21,0,0.12359550561797752
215,ZINC01443612,DUD_ace_D_170,Cc1nc(SCC(=O)NCc2ccco2)[nH]c(=O)c1C,0,0.0963855421686747
216,ZINC01443612,DUD_ace_D_171,Cc1[nH]c(SCC(=O)NCc2ccco2)nc(=O)c1C,0,0.0963855421686747
217,ZINC01443612,DUD_ace_D_172,Cc1nc(SCC(=O)NCc2ccco2)nc(O)c1C,0,0.08333333333333333
218,ZINC01483276,DUD_ace_D_173,CC1(C)SC2C(C(O)C(=O)c3cccc4ccccc43)C(=O)N2C1C(=O)[O-],0,0.11224489795918367
219,ZINC01493282,DUD_ace_D_174,CC(O)C1C(=O)N2C(C(=O)[O-])=C(SC(C(=O)N(C)C)c3cccnc3)CC12,0,0.1368421052631579
220,ZINC01496539,DUD_ace_D_175,COc1cc(OC)nc(Oc2ccccc2C(=O)NCC(N)=O)n1,0,0.0967741935483871
221,ZINC01496564,DUD_ace_D_176,COc1cc(OC)nc(Oc2ccccc2C(=O)NC(C)C(N)=O)n1,0,0.08333333333333333
222,ZINC01509623,DUD_ace_D_177,CCOC(=O)c1csc(NC(=O)Nc2cccc(OC)c2)n1,0,0.10227272727272728
223,ZINC01529246,DUD_ace_D_178,O=C([O-])C1CCCN1C(=O)CNC(=O)OCc1ccccc1,0,0.2125
224,ZINC01530711,DUD_ace_D_179,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],0,0.11702127659574468
225,ZINC01535872,DUD_ace_D_180,CC(NC(=O)C(CS)C(C)c1ccc(O)cc1)C(=O)[O-],0,0.17333333333333334
226,ZINC01535875,DUD_ace_D_181,CC(=O)SCC(C(=O)NCC(=O)[O-])C(C)c1ccccc1,0,0.15
227,ZINC01535876,DUD_ace_D_182,CC(=O)SCC(C(=O)NC(C)C(=O)[O-])C(C)c1ccccc1,0,0.13253012048192772
228,ZINC01535879,DUD_ace_D_183,CC(=O)SCC(C(=O)NC(C)C(=O)[O-])C(C)c1ccc(O)cc1,0,0.12941176470588237
229,ZINC01536333,DUD_ace_D_184,Cc1c(F)c(NCCNC=O)cc2c1c(=O)c(C(=O)[O-])cn2C1CC1,0,0.15730337078651685
230,ZINC01536831,DUD_ace_D_185,O=C(NCCS(=O)(=O)[O-])C(CS)Cc1ccccc1,0,0.14473684210526316
231,ZINC01536832,DUD_ace_D_186,CC(=O)SCC(Cc1ccccc1)C(=O)NCS(=O)(=O)[O-],0,0.13580246913580246
232,ZINC01536839,DUD_ace_D_187,CC(=O)SCC(Cc1ccccc1)C(=O)NCCS(=O)(=O)[O-],0,0.13095238095238096
233,ZINC01537488,DUD_ace_D_188,O=C([O-])C1=C(Cl)CSC2C(NC(=O)COc3ccccc3)C(=O)N12,0,0.1590909090909091
234,ZINC01541123,DUD_ace_D_189,CC(c1cc2ccccc2s1)N(OC(=O)CCCC(=O)[O-])C(N)=O,0,0.14772727272727273
235,ZINC01541124,DUD_ace_D_190,CC(c1cc2ccccc2s1)N(OC(=O)CCC(=O)[O-])C(N)=O,0,0.15294117647058825
236,ZINC01541817,DUD_ace_D_191,CCC(C)C([S-])C(=O)NC1CSc2ccccc2N(CC(=O)[O-])C1=O,0,0.15730337078651685
237,ZINC01541980,DUD_ace_D_192,Cn1c(=O)cc(-c2ccccc2)nc1CNC(=O)CCCC(=O)[O-],0,0.1590909090909091
238,ZINC01544958,DUD_ace_D_193,CC(NC(=O)C(Cc1ccccc1)C(=O)CC#N)C(=O)[O-],0,0.15
239,ZINC01544959,DUD_ace_D_194,CC(C)CC(NC(=O)C(Cc1ccccc1)C(=O)CC#N)C(=O)[O-],0,0.13636363636363635
240,ZINC01546644,DUD_ace_D_195,CC(C)C(NC(=O)c1cc2ccccc2n1C)C(=O)NC(C=O)CC(=O)[O-],0,0.125
241,ZINC01549993,DUD_ace_D_196,CC(NC(=O)c1cc2ccccc2n1C)C(=O)NC(C=O)CC(=O)[O-],0,0.13186813186813187
242,ZINC01550454,DUD_ace_D_197,CC(C)C(OC(=O)Nc1ccccc1)C(=O)NC(CC(=O)[O-])C(=O)CF,0,0.12903225806451613
243,ZINC01551652,DUD_ace_D_198,O=C(NCc1ccccc1)C1CCC2CN1C(=O)N2OS(=O)(=O)[O-],0,0.12087912087912088
244,ZINC01552491,DUD_ace_D_199,O=C([O-])C(O)CNC(=O)C(CS)Cc1ccccc1,0,0.1917808219178082
245,ZINC01557190,DUD_ace_D_200,CC(C)(Oc1ccc(Cl)cc1)C(=O)NC(CS(C)(=O)=O)C(=O)[O-],0,0.13095238095238096
246,ZINC01574050,DUD_ace_D_201,O=C(CI)NCCNc1cccc2c1cccc2S(=O)(=O)[O-],0,0.10344827586206896
247,ZINC01575531,DUD_ace_D_202,CSCCC(NC(=O)OCc1ccccc1)C(=O)NCC(=O)[O-],0,0.13793103448275862
248,ZINC01575969,DUD_ace_D_203,CSCCC(NC(=O)C(C)NC(=O)OCc1ccccc1)C(=O)[O-],0,0.1348314606741573
249,ZINC01576000,DUD_ace_D_204,CCCC(NC(=O)CNC(=O)OCc1ccccc1)C(=O)[O-],0,0.14285714285714285
250,ZINC01576012,DUD_ace_D_205,CCCC(NC(=O)OCc1ccccc1)C(=O)NC(CO)C(=O)[O-],0,0.1348314606741573
251,ZINC01576054,DUD_ace_D_206,CC(=O)NC(CCCCNC(=O)OCc1ccccc1)C(=O)[O-],0,0.13793103448275862
252,ZINC01576179,DUD_ace_D_207,CC(NC(=O)CN(C)C(=O)OCc1ccccc1)C(=O)[O-],0,0.15
253,ZINC01576183,DUD_ace_D_208,CC(C)C(NC(=O)CN(C)C(=O)OCc1ccccc1)C(=O)[O-],0,0.1411764705882353
254,ZINC01628895,DUD_ace_D_209,CC(=O)NC(CCCCNC(=O)OCc1ccccc1)C(=O)[O-],0,0.13793103448275862
255,ZINC01653630,DUD_ace_D_210,CC(=O)C=C(O)c1[nH]c(C(=O)[O-])cc1C1CCN(Cc2ccccc2)C1=O,0,0.1702127659574468
256,ZINC01653630,DUD_ace_D_211,CC(=O)C=C(O)c1[nH]c(C(=O)[O-])cc1C1CCN(Cc2ccccc2)C1=O,0,0.1702127659574468
257,ZINC01653630,DUD_ace_D_212,CC(O)=CC(=O)c1[nH]c(C(=O)[O-])cc1C1CCN(Cc2ccccc2)C1=O,0,0.1702127659574468
258,ZINC01653630,DUD_ace_D_213,CC(O)=CC(=O)c1[nH]c(C(=O)[O-])cc1C1CCN(Cc2ccccc2)C1=O,0,0.1702127659574468
259,ZINC01653630,DUD_ace_D_214,CC(=O)CC(=O)c1[nH]c(C(=O)[O-])cc1C1CCN(Cc2ccccc2)C1=O,0,0.1827956989247312
260,ZINC01661265,DUD_ace_D_215,CC(=O)NC(CCC(=O)c1ccc(Cl)cc1)C(=O)[O-],0,0.1780821917808219
261,ZINC01661266,DUD_ace_D_216,CC(=O)NC(CCC(=O)c1ccc(C)cc1)C(=O)[O-],0,0.1780821917808219
262,ZINC01663962,DUD_ace_D_217,CC(=O)NC(CCC(=O)c1ccc(Br)cc1)C(=O)[O-],0,0.1780821917808219
263,ZINC01664712,DUD_ace_D_218,CC(=O)NC(CCC(=O)c1ccc(-c2ccccc2)cc1)C(=O)[O-],0,0.14606741573033707
264,ZINC01664993,DUD_ace_D_219,CC(=O)Nc1ccc(C(=O)CCC(NC(C)=O)C(=O)[O-])cc1,0,0.16049382716049382
265,ZINC01666073,DUD_ace_D_220,COc1ccc(C(=O)CCC(NC(C)=O)C(=O)[O-])cc1,0,0.17105263157894737
266,ZINC01668563,DUD_ace_D_221,CC(C)CC(NC(=O)COc1ccc(F)cc1)C(=O)[O-],0,0.15584415584415584
267,ZINC01705150,DUD_ace_D_222,CCCCC(SC(CC)(C(N)=O)c1ccccc1)C(=O)[O-],0,0.15
268,ZINC01743954,DUD_ace_D_223,COc1cc(OC)nc(Oc2ccccc2C(=O)NCC(=O)NCC(=O)[O-])n1,0,0.1188118811881188
269,ZINC01748613,DUD_ace_D_224,Nc1ccc(CNC(=O)COc2ccc(Cl)cc2C(=O)[O-])cc1,0,0.1511627906976744
270,ZINC01750389,DUD_ace_D_225,Cc1cc(=O)oc2cc(OCC(=O)NCCC(=O)[O-])ccc12,0,0.1566265060240964
271,ZINC01750392,DUD_ace_D_226,Cc1cc(=O)oc2cc(OCC(=O)NC(CC(C)C)C(=O)[O-])ccc12,0,0.13186813186813187
272,ZINC01750406,DUD_ace_D_227,Cc1cc(=O)oc2cc(OCC(=O)NCCCC(=O)[O-])ccc12,0,0.1511627906976744
273,ZINC01750412,DUD_ace_D_228,CSCCC(NC(=O)COc1ccc2c(C)cc(=O)oc2c1)C(=O)[O-],0,0.13043478260869565
274,ZINC01750414,DUD_ace_D_229,CCCC(NC(=O)C(C)Oc1ccc2c(C)cc(=O)oc2c1)C(=O)[O-],0,0.13186813186813187
275,ZINC01750420,DUD_ace_D_230,CSCCC(NC(=O)C(C)Oc1ccc2c(C)cc(=O)oc2c1)C(=O)[O-],0,0.1276595744680851
276,ZINC01750422,DUD_ace_D_231,CSCCC(NC(=O)C(C)Oc1ccc2c(C)cc(=O)oc2c1)C(=O)[O-],0,0.1276595744680851
277,ZINC01750424,DUD_ace_D_232,CSCCC(NC(=O)C(C)Oc1ccc2c(C)cc(=O)oc2c1)C(=O)[O-],0,0.1276595744680851
278,ZINC01792778,DUD_ace_D_233,CCCOc1ccc(-c2csc3ncn(CC(N)=O)c(=O)c23)cc1,0,0.09574468085106383
279,ZINC01795269,DUD_ace_D_234,C=C1Nc2nc(CCCO)nn2C(c2ccccc2F)C1C(N)=O,0,0.0851063829787234
280,ZINC01795301,DUD_ace_D_235,C=C1Nc2nc(CCCO)nn2C(c2cccs2)C1C(N)=O,0,0.0898876404494382
281,ZINC01839341,DUD_ace_D_236,CCC(C)N1C(=O)C(=CNc2ccc(C(=O)[O-])cc2)C(=O)N=C1S,0,0.13636363636363635
282,ZINC01840345,DUD_ace_D_237,CC(C)(C)c1ccc(C(=O)NCC(=O)NCC(=O)[O-])cc1,0,0.1518987341772152
283,ZINC01885530,DUD_ace_D_238,CC(C)C(CP(=O)([O-])[O-])NC(=O)Cc1ccccc1,0,0.11688311688311688
284,ZINC01885531,DUD_ace_D_239,CC(C)C(CP(=O)([O-])[O-])NC(=O)Cc1ccccc1,0,0.11688311688311688
285,ZINC01890760,DUD_ace_D_240,CC(C)CN(CC(O)C(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)[O-],0,0.13333333333333333
286,ZINC01892777,DUD_ace_D_241,CN(C)c1ccc(CSCC(NC(=O)C[S-])C(=O)[O-])cc1,0,0.15
287,ZINC01905201,DUD_ace_D_242,CC(=O)NC(CSC(=O)c1ccccc1OC(C)=O)C(=O)[O-],0,0.13253012048192772
288,ZINC01922522,DUD_ace_D_243,CCSc1nnc(N)n1CC(=O)NCCc1ccccc1,0,0.09195402298850575
289,ZINC02001463,DUD_ace_D_244,CP(=O)([O-])OC(Cc1ccccc1)C(=O)NCCC(=O)[O-],0,0.16455696202531644
290,ZINC02004560,DUD_ace_D_245,CCc1c(CC(N)=O)c2c(OCC(=O)[O-])cccn2c1Cc1ccccc1,0,0.1326530612244898
291,ZINC02006393,DUD_ace_D_246,CCCCNC(=O)CCc1ccc(S(=O)(=O)[O-])o1,0,0.13513513513513514
292,ZINC02012855,DUD_ace_D_247,CCCN(CCC)C(=O)CNc1c(C(=O)[O-])c[nH+]c2ccc(Cl)nc21,0,0.14285714285714285
293,ZINC02020159,DUD_ace_D_248,CC(=O)NC(CSC1C=CC(Br)=CC1O)C(=O)[O-],0,0.1527777777777778
294,ZINC02023857,DUD_ace_D_249,O=C(CSS(=O)(=O)O)NCCc1c[nH]c2ccccc12,0,0.0963855421686747
295,ZINC02023887,DUD_ace_D_250,COc1ccc2[nH]cc(CCNC(=O)CSS(=O)(=O)O)c2c1,0,0.09090909090909091
296,ZINC02065563,DUD_ace_D_251,COCCCNC(=O)CNS(=O)(=O)c1ccc(Cl)cc1,0,0.0975609756097561
297,ZINC02083419,DUD_ace_D_252,Cc1ccc(S(=O)(=O)N2CCC(C(=O)NC(C)C(=O)[O-])CC2)cc1,0,0.16279069767441862
298,ZINC02087529,DUD_ace_D_253,CCc1cc(=O)oc2cc(OCC(=O)NCCC(=O)[O-])ccc12,0,0.1511627906976744
299,ZINC02091787,DUD_ace_D_254,O=C([O-])CCCNC(=O)N1CC2CC(C1)c1cccc(=O)n1C2,0,0.19047619047619047
300,ZINC02094109,DUD_ace_D_255,CCCc1cc(=O)oc2cc(OCC(=O)NCCC(=O)[O-])ccc12,0,0.14606741573033707
301,ZINC02095716,DUD_ace_D_256,O=C([O-])CCCCCNC(=O)N1CC2CC(C1)c1cccc(=O)n1C2,0,0.17777777777777778
302,ZINC02096710,DUD_ace_D_257,COc1ccc2c(C)c(CCC(=O)NCCCC(=O)[O-])c(=O)oc2c1,0,0.14285714285714285
303,ZINC02097069,DUD_ace_D_258,CSCCC(NC(=O)N1CC2CC(C1)c1cccc(=O)n1C2)C(=O)[O-],0,0.16666666666666666
304,ZINC02097176,DUD_ace_D_259,CSCCC(NC(=O)Nc1ccccc1C(=O)[O-])C(=O)[O-],0,0.16455696202531644
305,ZINC02097677,DUD_ace_D_260,O=C([O-])CCCNC(=O)COc1ccc2c3c(c(=O)oc2c1)CCC3,0,0.16483516483516483
306,ZINC02097749,DUD_ace_D_261,CC(C)COc1ccc(C(=O)NCC(=O)NCC(=O)[O-])cc1,0,0.14457831325301204
307,ZINC02097882,DUD_ace_D_262,COc1ccc2c(CC(=O)NCCCC(=O)[O-])cc(=O)oc2c1C,0,0.14772727272727273
308,ZINC02097913,DUD_ace_D_263,CCCC(NC(=O)Cc1c(C)c2cc3c(C)coc3cc2oc1=O)C(=O)[O-],0,0.12371134020618557
309,ZINC02097914,DUD_ace_D_264,CCCC(NC(=O)Cc1c(C)c2cc3c(C)coc3cc2oc1=O)C(=O)[O-],0,0.12371134020618557
310,ZINC02098319,DUD_ace_D_265,CSCCC(NC(=O)Cc1c(C)c2ccc(O)c(C)c2oc1=O)C(=O)[O-],0,0.12903225806451613
311,ZINC02099240,DUD_ace_D_266,Cc1coc2cc3oc(=O)c(CCC(=O)NCCCC(=O)[O-])c(C)c3cc12,0,0.13402061855670103
312,ZINC02099358,DUD_ace_D_267,CC(C)C(NC(=O)COc1ccc2c3c(c(=O)oc2c1)CCC3)C(=O)[O-],0,0.13829787234042554
313,ZINC02100696,DUD_ace_D_268,O=C([O-])CCCCCNC(=O)Nc1ccc2c(c1)OCO2,0,0.1728395061728395
314,ZINC02100772,DUD_ace_D_269,Cc1c(C)c2ccc(OCC(=O)NCCCC(=O)[O-])cc2oc1=O,0,0.14772727272727273
315,ZINC02102052,DUD_ace_D_270,COc1ccc2c(CC(=O)NC(Cc3ccccc3)C(=O)[O-])cc(=O)oc2c1,0,0.11764705882352941
316,ZINC02102054,DUD_ace_D_271,Cc1coc2cc3oc(=O)c(CCC(=O)NC(C)C(=O)[O-])c(C)c3cc12,0,0.13978494623655913
317,ZINC02102367,DUD_ace_D_272,CSCCC(NC(=O)Cc1c(C)c2ccc(O)cc2oc1=O)C(=O)[O-],0,0.13186813186813187
318,ZINC02102403,DUD_ace_D_273,COc1ccccc1CNC(=O)NC(CCSC)C(=O)[O-],0,0.14814814814814814
319,ZINC02102526,DUD_ace_D_274,COc1ccc2c(C)c(CCC(=O)N3CCCC3C(=O)[O-])c(=O)oc2c1,0,0.20224719101123595
320,ZINC02103800,DUD_ace_D_275,COc1ccc2c(C)c(CCC(=O)NCCC(=O)[O-])c(=O)oc2c1,0,0.14772727272727273
321,ZINC02103803,DUD_ace_D_276,COc1ccc2c(C)c(CC(=O)NC(CC(C)C)C(=O)[O-])c(=O)oc2c1,0,0.12903225806451613
322,ZINC02104066,DUD_ace_D_277,COc1ccc2c(CC(=O)NCCCC(=O)[O-])cc(=O)oc2c1,0,0.1511627906976744
323,ZINC02104661,DUD_ace_D_278,CCC(NC(=O)Cc1c(C)c2cc3c(C)coc3cc2oc1=O)C(=O)[O-],0,0.1276595744680851
324,ZINC02104662,DUD_ace_D_279,CCC(NC(=O)Cc1c(C)c2cc3c(C)coc3cc2oc1=O)C(=O)[O-],0,0.1276595744680851
325,ZINC02105158,DUD_ace_D_280,CCC(C)C(NC(=O)NCc1ccc2c(c1)OCO2)C(=O)[O-],0,0.1566265060240964
326,ZINC02106371,DUD_ace_D_281,Cc1coc2cc3oc(=O)c(CCC(=O)NCCC(=O)[O-])c(C)c3cc12,0,0.13829787234042554
327,ZINC02106384,DUD_ace_D_282,COc1ccc2c(C)c(CCC(=O)NC(C(=O)[O-])C(C)C)c(=O)oc2c1,0,0.14130434782608695
328,ZINC02106626,DUD_ace_D_283,CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1,0,0.16470588235294117
329,ZINC02106758,DUD_ace_D_284,O=C([O-])CCNC(=O)COc1ccc2c(c1)oc(=O)c1c2CCCC1,0,0.16483516483516483
330,ZINC02107059,DUD_ace_D_285,Cc1c2ccc(O)cc2oc(=O)c1CCC(=O)N1CCCCC1C(=O)[O-],0,0.20224719101123595
331,ZINC02107060,DUD_ace_D_286,Cc1c2ccc(O)cc2oc(=O)c1CCC(=O)N1CCCCC1C(=O)[O-],0,0.20224719101123595
332,ZINC02107135,DUD_ace_D_287,CSCCC(NC(=O)NC(C)c1ccccc1)C(=O)[O-],0,0.15384615384615385
333,ZINC02107137,DUD_ace_D_288,CSCCC(NC(=O)NC(C)c1ccccc1)C(=O)[O-],0,0.15384615384615385
334,ZINC02107798,DUD_ace_D_289,COc1ccc2c(C)c(CC(=O)NCCCC(=O)[O-])c(=O)oc2c1,0,0.14772727272727273
335,ZINC02108295,DUD_ace_D_290,CSCCC(NC(=O)Nc1ccc2c(c1)OCO2)C(=O)[O-],0,0.16049382716049382
336,ZINC02108678,DUD_ace_D_291,Cc1c2cc(Cl)c(O)cc2oc(=O)c1CCC(=O)NC(C)C(=O)[O-],0,0.1511627906976744
337,ZINC02108680,DUD_ace_D_292,Cc1c2cc(Cl)c(O)cc2oc(=O)c1CCC(=O)NC(C)C(=O)[O-],0,0.1511627906976744
338,ZINC02108761,DUD_ace_D_293,CSCC(NC(=O)Cc1c(C)c2ccc(O)cc2oc1=O)C(=O)[O-],0,0.13636363636363635
339,ZINC02110249,DUD_ace_D_294,CC1(C)CC(CCNC(=O)CCC(=O)[O-])(c2ccccc2)CCO1,0,0.1724137931034483
340,ZINC02110251,DUD_ace_D_295,CC1(C)CC(CCNC(=O)CCC(=O)[O-])(c2ccccc2)CCO1,0,0.1724137931034483
341,ZINC02111228,DUD_ace_D_296,CCC(C)C(NC(=O)CCc1c(C)c2cc(Cl)c(O)cc2oc1=O)C(=O)[O-],0,0.13829787234042554
342,ZINC02112647,DUD_ace_D_297,COc1ccc2c(C)c(CC(=O)NCCC(=O)[O-])c(=O)oc2c1OC,0,0.14444444444444443
343,ZINC02112709,DUD_ace_D_298,Cc1c2cc(Cl)c(O)cc2oc(=O)c1CC(=O)NC(CC(C)C)C(=O)[O-],0,0.13043478260869565
344,ZINC02112725,DUD_ace_D_299,CCC(NC(=O)Cc1c(C)c2cc(Cl)c(O)cc2oc1=O)C(=O)[O-],0,0.13793103448275862
345,ZINC02112727,DUD_ace_D_300,CCC(NC(=O)Cc1c(C)c2cc(Cl)c(O)cc2oc1=O)C(=O)[O-],0,0.13793103448275862
346,ZINC02112961,DUD_ace_D_301,Cc1c2cc(Cl)c(O)cc2oc(=O)c1CC(=O)N1CCCC1C(=O)[O-],0,0.1839080459770115
347,ZINC02113036,DUD_ace_D_302,CCC(NC(=O)CCc1c(C)c2cc(Cl)c(O)cc2oc1=O)C(=O)[O-],0,0.14606741573033707
348,ZINC02113038,DUD_ace_D_303,CCC(NC(=O)CCc1c(C)c2cc(Cl)c(O)cc2oc1=O)C(=O)[O-],0,0.14606741573033707
349,ZINC02113288,DUD_ace_D_304,Cc1c2cc(Cl)c(O)cc2oc(=O)c1CCC(=O)NCCC(=O)[O-],0,0.14942528735632185
350,ZINC02113399,DUD_ace_D_305,Cc1c2cc(Cl)c(O)cc2oc(=O)c1CC(=O)NCCCC(=O)[O-],0,0.14942528735632185
351,ZINC02113407,DUD_ace_D_306,COc1cc(OC)c2c(C)c(CC(=O)NCCC(=O)[O-])c(=O)oc2c1,0,0.14444444444444443
352,ZINC02113931,DUD_ace_D_307,COc1ccc2c(C)c(CC(=O)NCC(=O)[O-])c(=O)oc2c1OC,0,0.13636363636363635
353,ZINC02113982,DUD_ace_D_308,CSCC(NC(=O)COc1ccc2ccc(=O)oc2c1)C(=O)[O-],0,0.13793103448275862
354,ZINC02114508,DUD_ace_D_309,CCc1cc(=O)oc2cc(C)cc(OCC(=O)NC(CSC)C(=O)[O-])c12,0,0.1276595744680851
355,ZINC02114515,DUD_ace_D_310,Cc1c(OCC(=O)NCCC(=O)[O-])ccc2c3ccccc3c(=O)oc12,0,0.1368421052631579
356,ZINC02115624,DUD_ace_D_311,COc1cc(C)cc2oc(=O)c(CC(=O)NCC(=O)[O-])c(C)c12,0,0.1411764705882353
357,ZINC02116766,DUD_ace_D_312,CCc1cc(=O)oc2cc(OCC(=O)N3CCCC3C(=O)[O-])ccc12,0,0.19318181818181818
358,ZINC02116933,DUD_ace_D_313,Cc1c2cc(Cl)c(O)cc2oc(=O)c1CC(=O)NCCC(=O)[O-],0,0.15476190476190477
359,ZINC02116961,DUD_ace_D_314,CC(Oc1ccc2c3c(c(=O)oc2c1)CCC3)C(=O)NCC(=O)[O-],0,0.14606741573033707
360,ZINC02116962,DUD_ace_D_315,CC(Oc1ccc2c3c(c(=O)oc2c1)CCC3)C(=O)NCC(=O)[O-],0,0.14606741573033707
361,ZINC02117351,DUD_ace_D_316,COc1cc2oc(=O)c(CC(=O)NCCCC(=O)[O-])c(C)c2cc1Cl,0,0.14444444444444443
362,ZINC02117586,DUD_ace_D_317,CCC(NC(=O)COc1ccc2c(c1)oc(=O)c1ccccc21)C(=O)[O-],0,0.125
363,ZINC02117590,DUD_ace_D_318,CCC(NC(=O)COc1ccc2c(c1)oc(=O)c1ccccc21)C(=O)[O-],0,0.125
364,ZINC02117638,DUD_ace_D_319,COc1cc2oc(=O)c(CC(=O)NCC(=O)[O-])c(C)c2cc1Cl,0,0.1411764705882353
365,ZINC02117658,DUD_ace_D_320,CC(C)C(NC(=O)COc1ccc2c(c1)oc(=O)c1ccccc21)C(=O)[O-],0,0.1111111111111111
366,ZINC02118024,DUD_ace_D_321,Cc1c2cc(Cl)c(O)cc2oc(=O)c1CC(=O)NC(C)C(=O)[O-],0,0.12941176470588237
367,ZINC02118087,DUD_ace_D_322,COc1cc2oc(=O)c(CC(=O)NC(C)C(=O)[O-])c(C)c2cc1Cl,0,0.125
368,ZINC02118150,DUD_ace_D_323,CC(NC(=O)C(C)Oc1ccc2c3c(c(=O)oc2c1)CCC3)C(=O)[O-],0,0.13043478260869565
369,ZINC02118151,DUD_ace_D_324,CC(NC(=O)C(C)Oc1ccc2c3c(c(=O)oc2c1)CCC3)C(=O)[O-],0,0.13043478260869565
370,ZINC02118638,DUD_ace_D_325,CCCCc1cc(=O)oc2cc(OCC(=O)NCC(=O)[O-])ccc12,0,0.13333333333333333
371,ZINC02118733,DUD_ace_D_326,Cc1c2cc(Cl)c(O)cc2oc(=O)c1CC(=O)N1CCC(C(=O)[O-])CC1,0,0.17777777777777778
372,ZINC02118875,DUD_ace_D_327,Cc1c2cc3c(cc2oc(=O)c1CC(=O)NCC(=O)[O-])occ3C(C)(C)C,0,0.125
373,ZINC02120003,DUD_ace_D_328,CCCC(NC(=O)CCc1c(C)c2cc(Cl)c(O)cc2oc1=O)C(=O)[O-],0,0.14130434782608695
374,ZINC02120005,DUD_ace_D_329,CCCC(NC(=O)CCc1c(C)c2cc(Cl)c(O)cc2oc1=O)C(=O)[O-],0,0.14130434782608695
375,ZINC02120036,DUD_ace_D_330,CSCC(NC(=O)Cc1c(C)c2cc3c(C)coc3cc2oc1=O)C(=O)[O-],0,0.12371134020618557
376,ZINC02120425,DUD_ace_D_331,CC(NC(=O)COc1ccc2c(c1)oc(=O)c1ccccc21)C(=O)[O-],0,0.11702127659574468
377,ZINC02120847,DUD_ace_D_332,COc1cc2oc(=O)c(CC(=O)NCCC(=O)[O-])c(C)c2cc1Cl,0,0.14942528735632185
378,ZINC02120903,DUD_ace_D_333,COc1ccc2c(C)c(CC(=O)NC(CSC)C(=O)[O-])c(=O)oc2c1,0,0.13186813186813187
379,ZINC02120918,DUD_ace_D_334,CCC(NC(=O)Cc1c(C)c2cc(Cl)c(OC)cc2oc1=O)C(=O)[O-],0,0.13333333333333333
380,ZINC02120920,DUD_ace_D_335,CCC(NC(=O)Cc1c(C)c2cc(Cl)c(OC)cc2oc1=O)C(=O)[O-],0,0.13333333333333333
381,ZINC02121917,DUD_ace_D_336,CSCC(NC(=O)Cc1c(C)c2ccc(O)c(C)c2oc1=O)C(=O)[O-],0,0.13333333333333333
382,ZINC02122472,DUD_ace_D_337,Cc1c2cc(Cl)c(O)cc2oc(=O)c1CCC(=O)NC(C(=O)[O-])C(C)C,0,0.14285714285714285
383,ZINC02122668,DUD_ace_D_338,O=C(COc1ccc2ccc(=O)oc2c1)NCC1CCC(C(=O)[O-])CC1,0,0.14736842105263157
